family,target,trial,score,dt,params
xgb,gender,27,0.856246,130.87,"{""n_estimators"": 1600, ""learning_rate"": 0.0032456841356050836, ""max_depth"": 5, ""min_child_weight"": 0.5681762206070178, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.02423652816908514, ""reg_lambda"": 0.01210704262589718, ""gamma"": 0.7228094712168206, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,28,0.863394,55.73,"{""n_estimators"": 1200, ""learning_rate"": 0.028075870953161528, ""max_depth"": 4, ""min_child_weight"": 1.0604415158852527, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.0003498526036585889, ""reg_lambda"": 0.0004271686237117503, ""gamma"": 0.38094239438120786, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,29,0.871765,70.57,"{""n_estimators"": 3500, ""learning_rate"": 0.027505443230608526, ""max_depth"": 8, ""min_child_weight"": 2.7511809670045557, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.00011429366060307827, ""reg_lambda"": 0.0005056626589319624, ""gamma"": 0.005410368017517017, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,30,0.871805,176.52,"{""n_estimators"": 1200, ""learning_rate"": 0.005703848628948262, ""max_depth"": 10, ""min_child_weight"": 1.8906680424327973, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.0003026472579024824, ""reg_lambda"": 0.0001333675878429487, ""gamma"": 0.37834901461308446, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,31,0.846915,91.77,"{""n_estimators"": 3500, ""learning_rate"": 0.004506405929993302, ""max_depth"": 3, ""min_child_weight"": 3.697534011847341, ""subsample"": 0.5, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.0031127798214456714, ""reg_lambda"": 0.052874252722987264, ""gamma"": 0.000631380576656449, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,32,0.862041,15.11,"{""n_estimators"": 2400, ""learning_rate"": 0.07503139125573166, ""max_depth"": 4, ""min_child_weight"": 2.270144977650832, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.0004586785638341268, ""reg_lambda"": 0.00011156262057137392, ""gamma"": 0.015525901134179515, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,33,0.843107,24.97,"{""n_estimators"": 400, ""learning_rate"": 0.006117357237777155, ""max_depth"": 6, ""min_child_weight"": 13.562933932349711, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.11329794990609608, ""reg_lambda"": 0.00024176871713077217, ""gamma"": 0.3608009099741397, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,34,0.861756,65.31,"{""n_estimators"": 1200, ""learning_rate"": 0.0030958961658999495, ""max_depth"": 7, ""min_child_weight"": 4.736693702641244, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.0005693069074007974, ""reg_lambda"": 0.0009877019739353754, ""gamma"": 0.0013056938175482653, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,35,0.859947,131.06,"{""n_estimators"": 800, ""learning_rate"": 0.006215150244775238, ""max_depth"": 10, ""min_child_weight"": 6.551647223649711, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 0.8, ""reg_alpha"": 3.065577721836754, ""reg_lambda"": 0.00021811391881707457, ""gamma"": 0.0005615644995636617, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,36,0.857289,32.48,"{""n_estimators"": 400, ""learning_rate"": 0.02349773482582562, ""max_depth"": 7, ""min_child_weight"": 19.1772847797114, ""subsample"": 0.8, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.005981572086042561, ""reg_lambda"": 0.00046601552607158377, ""gamma"": 0.00733715376672993, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,37,0.863638,79.42,"{""n_estimators"": 600, ""learning_rate"": 0.006841860562377872, ""max_depth"": 8, ""min_child_weight"": 4.023181995490089, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 1.0, ""reg_alpha"": 2.703773886253403, ""reg_lambda"": 0.01709988193384349, ""gamma"": 0.24194641159290323, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,38,0.847974,22.08,"{""n_estimators"": 3500, ""learning_rate"": 0.03589512274657932, ""max_depth"": 3, ""min_child_weight"": 14.902697877320035, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.00022578625872353078, ""reg_lambda"": 0.00018847622580009342, ""gamma"": 0.013599430456383952, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,39,0.842516,21.21,"{""n_estimators"": 400, ""learning_rate"": 0.003709749184679672, ""max_depth"": 7, ""min_child_weight"": 3.27701406844721, ""subsample"": 1.0, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.0007595099194077302, ""reg_lambda"": 2.4247411567371433, ""gamma"": 0.09203426952668235, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,40,0.863204,328.66,"{""n_estimators"": 2400, ""learning_rate"": 0.003883547629424556, ""max_depth"": 10, ""min_child_weight"": 11.099243845514604, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.0008535385698966867, ""reg_lambda"": 7.835219084926534, ""gamma"": 0.32514963035594013, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,41,0.866056,450.69,"{""n_estimators"": 3500, ""learning_rate"": 0.0042986713399554895, ""max_depth"": 12, ""min_child_weight"": 17.603051456408252, ""subsample"": 0.9, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.3017855561774491, ""reg_lambda"": 0.00029793335191278175, ""gamma"": 0.30014925356324795, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,42,0.863122,24.39,"{""n_estimators"": 800, ""learning_rate"": 0.05886983412375811, ""max_depth"": 5, ""min_child_weight"": 6.619835145375942, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.00037829430615096644, ""reg_lambda"": 0.0010684424478191999, ""gamma"": 0.00038170886229369394, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,43,0.866060,183.09,"{""n_estimators"": 1200, ""learning_rate"": 0.004303889573146741, ""max_depth"": 12, ""min_child_weight"": 0.5744965189273147, ""subsample"": 0.5, ""colsample_bytree"": 0.7, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.0019134064368552498, ""reg_lambda"": 0.019077194316541327, ""gamma"": 0.000965859666144388, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,44,0.868570,139.66,"{""n_estimators"": 3500, ""learning_rate"": 0.025145807249220834, ""max_depth"": 5, ""min_child_weight"": 1.585249711117283, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.29836353875374727, ""reg_lambda"": 0.00014260972862802942, ""gamma"": 0.0008823104204642727, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,45,0.843772,148.29,"{""n_estimators"": 3500, ""learning_rate"": 0.0038555768974611123, ""max_depth"": 3, ""min_child_weight"": 1.6199402279912676, ""subsample"": 0.5, ""colsample_bytree"": 0.7, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.07535658074065879, ""reg_lambda"": 0.7780797876311483, ""gamma"": 0.044813121515924016, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,46,0.849668,52.28,"{""n_estimators"": 800, ""learning_rate"": 0.03161103951072189, ""max_depth"": 3, ""min_child_weight"": 2.3643000373441896, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.0024683434219724353, ""reg_lambda"": 0.9564060725349368, ""gamma"": 0.003454884585992727, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,47,0.872997,175.76,"{""n_estimators"": 1600, ""learning_rate"": 0.014929944127215074, ""max_depth"": 7, ""min_child_weight"": 1.6815545434169923, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.0068694970254018295, ""reg_lambda"": 1.2609443994160874, ""gamma"": 0.000725952164690885, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,48,0.870573,56.15,"{""n_estimators"": 2400, ""learning_rate"": 0.056775872437418835, ""max_depth"": 7, ""min_child_weight"": 1.1876249538017243, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.003375426014589811, ""reg_lambda"": 0.00020860882889725877, ""gamma"": 0.0019496855678882209, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,49,0.851971,43.77,"{""n_estimators"": 3500, ""learning_rate"": 0.053048492019042784, ""max_depth"": 3, ""min_child_weight"": 1.0201348531518057, ""subsample"": 0.5, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.00011107285577952421, ""reg_lambda"": 0.42563742219002354, ""gamma"": 0.03066578158265478, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,50,0.867319,90.65,"{""n_estimators"": 2400, ""learning_rate"": 0.03744251047008512, ""max_depth"": 7, ""min_child_weight"": 12.184356708706586, ""subsample"": 0.9, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.6015261601365085, ""reg_lambda"": 2.2409247456999055, ""gamma"": 0.027888983902524044, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,51,0.853838,94.20,"{""n_estimators"": 2400, ""learning_rate"": 0.014081805322764023, ""max_depth"": 6, ""min_child_weight"": 29.448380571664767, ""subsample"": 0.5, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.7004178931766629, ""reg_lambda"": 0.00019679105377461, ""gamma"": 0.0005103675765141741, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,52,0.873558,300.47,"{""n_estimators"": 2400, ""learning_rate"": 0.004318417294573739, ""max_depth"": 7, ""min_child_weight"": 1.0914059157281848, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.04304857744625224, ""reg_lambda"": 0.002291134597432001, ""gamma"": 0.003299887050221575, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,53,0.860404,68.95,"{""n_estimators"": 800, ""learning_rate"": 0.04473812057847352, ""max_depth"": 5, ""min_child_weight"": 19.098393038361383, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""colsample_bylevel"": 0.6, ""reg_alpha"": 1.1425948227420593, ""reg_lambda"": 0.08913829171533234, ""gamma"": 0.02785416860095141, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,54,0.869643,26.62,"{""n_estimators"": 2400, ""learning_rate"": 0.05200582989792248, ""max_depth"": 8, ""min_child_weight"": 1.598027353787158, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.08168956871991294, ""reg_lambda"": 0.00018152579839369163, ""gamma"": 0.3045781080593727, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,55,0.838891,52.86,"{""n_estimators"": 1200, ""learning_rate"": 0.011292059231930392, ""max_depth"": 3, ""min_child_weight"": 25.983061476729585, ""subsample"": 0.9, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.0004433086232854022, ""reg_lambda"": 0.003775793803355267, ""gamma"": 0.48725986178536, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,56,0.861408,508.73,"{""n_estimators"": 1200, ""learning_rate"": 0.006187603598532343, ""max_depth"": 10, ""min_child_weight"": 1.2522019335397638, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.45948266322294606, ""reg_lambda"": 0.000201722607654684, ""gamma"": 0.6239112180381787, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,57,0.869588,53.60,"{""n_estimators"": 1200, ""learning_rate"": 0.022391546204348828, ""max_depth"": 12, ""min_child_weight"": 6.801702975539294, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.0002890522504318393, ""reg_lambda"": 0.16843248871343217, ""gamma"": 0.02416431379129994, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,58,0.861760,87.83,"{""n_estimators"": 1600, ""learning_rate"": 0.02524384675192207, ""max_depth"": 4, ""min_child_weight"": 1.2300853500248965, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.003890295521412138, ""reg_lambda"": 0.09675113724512624, ""gamma"": 0.5985751734823525, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,59,0.864524,95.44,"{""n_estimators"": 2400, ""learning_rate"": 0.017645531052453096, ""max_depth"": 5, ""min_child_weight"": 5.322890237136039, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.022896749950147226, ""reg_lambda"": 0.06942664467247944, ""gamma"": 0.0005402985978167408, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,60,0.858400,41.83,"{""n_estimators"": 400, ""learning_rate"": 0.04494639332568151, ""max_depth"": 5, ""min_child_weight"": 17.469094887282942, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.24861042973366537, ""reg_lambda"": 0.000632177558518044, ""gamma"": 0.00012307341092325895, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,61,0.864956,66.15,"{""n_estimators"": 800, ""learning_rate"": 0.07281795189233337, ""max_depth"": 7, ""min_child_weight"": 18.43182631658836, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.3365159596139343, ""reg_lambda"": 5.2886110580400345, ""gamma"": 0.040561177783403055, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,62,0.869938,78.98,"{""n_estimators"": 3500, ""learning_rate"": 0.013518175784396862, ""max_depth"": 12, ""min_child_weight"": 9.9292944343727, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.8122736496275312, ""reg_lambda"": 0.004326270704441987, ""gamma"": 0.05170574784605727, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,63,0.860029,68.14,"{""n_estimators"": 400, ""learning_rate"": 0.025227222927088015, ""max_depth"": 8, ""min_child_weight"": 21.87801968605657, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.000106171260023386, ""reg_lambda"": 0.0006429353235015571, ""gamma"": 0.0019063969195128763, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,64,0.871108,76.80,"{""n_estimators"": 1200, ""learning_rate"": 0.04697003514323418, ""max_depth"": 12, ""min_child_weight"": 2.154492223578787, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.00023416833371007773, ""reg_lambda"": 0.007464544548506387, ""gamma"": 0.004662287858678481, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,65,0.854928,46.04,"{""n_estimators"": 3500, ""learning_rate"": 0.04045798812187062, ""max_depth"": 3, ""min_child_weight"": 0.8242228084908227, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.00015537435882863085, ""reg_lambda"": 2.0380408754624013, ""gamma"": 0.0005299438202192169, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,66,0.870832,49.78,"{""n_estimators"": 800, ""learning_rate"": 0.03338227552802712, ""max_depth"": 7, ""min_child_weight"": 0.8900502205129677, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.24568437002090027, ""reg_lambda"": 2.2835581671624317, ""gamma"": 0.00030927948056731, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,67,0.865914,48.37,"{""n_estimators"": 600, ""learning_rate"": 0.02512373886281813, ""max_depth"": 5, ""min_child_weight"": 1.0665700640731395, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.0021745828681221245, ""reg_lambda"": 0.00714787132744976, ""gamma"": 0.0010642309371359244, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,68,0.866667,107.39,"{""n_estimators"": 1200, ""learning_rate"": 0.013557978111606622, ""max_depth"": 7, ""min_child_weight"": 9.172349048575878, ""subsample"": 0.5, ""colsample_bytree"": 0.9, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.022121853287219658, ""reg_lambda"": 0.010256960693307829, ""gamma"": 0.2740035890353527, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,69,0.872996,134.00,"{""n_estimators"": 1200, ""learning_rate"": 0.011764458060162823, ""max_depth"": 7, ""min_child_weight"": 0.9151676391159359, ""subsample"": 0.5, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.033770430095164485, ""reg_lambda"": 0.0002338632093157325, ""gamma"": 0.0007653942632594845, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,70,0.869809,137.99,"{""n_estimators"": 3500, ""learning_rate"": 0.00663528171630454, ""max_depth"": 12, ""min_child_weight"": 6.610995465303173, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.037194625817882875, ""reg_lambda"": 0.0007262638175205605, ""gamma"": 0.001088905175013957, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,71,0.866090,34.22,"{""n_estimators"": 800, ""learning_rate"": 0.0580619250247972, ""max_depth"": 5, ""min_child_weight"": 4.197627029066884, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.19746452311068563, ""reg_lambda"": 8.013107298004707, ""gamma"": 0.0027647555806587206, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,72,0.836376,112.78,"{""n_estimators"": 1600, ""learning_rate"": 0.005624387558557877, ""max_depth"": 3, ""min_child_weight"": 14.298729678126861, ""subsample"": 0.5, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.013628511094287747, ""reg_lambda"": 0.004887856628716274, ""gamma"": 0.024983026869198968, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,73,0.865408,46.11,"{""n_estimators"": 600, ""learning_rate"": 0.0678126248342956, ""max_depth"": 5, ""min_child_weight"": 1.2893642796635516, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.002020875861824003, ""reg_lambda"": 0.0008092805812182329, ""gamma"": 0.0009972405279500228, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,74,0.868309,96.52,"{""n_estimators"": 1600, ""learning_rate"": 0.0365327590957793, ""max_depth"": 12, ""min_child_weight"": 4.053867368121341, ""subsample"": 0.5, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.009200509352677173, ""reg_lambda"": 0.301825713707181, ""gamma"": 0.0002391770237324538, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
