family,target,trial,score,dt,params
lgb,gender,190,0.869759,14.54,"{""n_estimators"": 2400, ""learning_rate"": 0.03515092751193939, ""num_leaves"": 95, ""max_depth"": 9, ""min_child_samples"": 2, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.5, ""bagging_freq"": 5, ""reg_alpha"": 0.006073187826233906, ""reg_lambda"": 0.3363519507565926, ""min_split_gain"": 0.047106565276949106, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,191,0.867355,19.62,"{""n_estimators"": 600, ""learning_rate"": 0.037284182166993404, ""num_leaves"": 63, ""max_depth"": 16, ""min_child_samples"": 80, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.7, ""bagging_freq"": 10, ""reg_alpha"": 0.0007025721870358404, ""reg_lambda"": 0.010457098104679773, ""min_split_gain"": 0.012143335261217478, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,192,0.862353,8.59,"{""n_estimators"": 400, ""learning_rate"": 0.0631715271613974, ""num_leaves"": 255, ""max_depth"": -1, ""min_child_samples"": 80, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.7, ""bagging_freq"": 0, ""reg_alpha"": 0.003687636575904505, ""reg_lambda"": 0.00015239194626508892, ""min_split_gain"": 0.02878220265524884, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,193,0.853000,29.34,"{""n_estimators"": 1600, ""learning_rate"": 0.009223249856818553, ""num_leaves"": 95, ""max_depth"": 12, ""min_child_samples"": 200, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.6, ""bagging_freq"": 7, ""reg_alpha"": 0.011951758048233585, ""reg_lambda"": 0.0002813872600514744, ""min_split_gain"": 0.00018152345101656088, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,194,0.808261,31.21,"{""n_estimators"": 3500, ""learning_rate"": 0.0035443456698553517, ""num_leaves"": 127, ""max_depth"": 7, ""min_child_samples"": 120, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.7, ""bagging_freq"": 0, ""reg_alpha"": 0.08835697560573373, ""reg_lambda"": 0.0018368809128739938, ""min_split_gain"": 0.18893015917320938, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,195,0.852070,23.21,"{""n_estimators"": 2400, ""learning_rate"": 0.016056606658151007, ""num_leaves"": 383, ""max_depth"": 6, ""min_child_samples"": 200, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.9, ""bagging_freq"": 0, ""reg_alpha"": 0.00019180245703917257, ""reg_lambda"": 0.09903226157165705, ""min_split_gain"": 0.05084902197687237, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,196,0.834656,32.37,"{""n_estimators"": 3500, ""learning_rate"": 0.007105335740243431, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 40, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.7, ""bagging_freq"": 10, ""reg_alpha"": 0.0007429034184223024, ""reg_lambda"": 2.046562501853189, ""min_split_gain"": 0.02956251864192109, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,197,0.867896,14.64,"{""n_estimators"": 5000, ""learning_rate"": 0.022371781431871036, ""num_leaves"": 95, ""max_depth"": 7, ""min_child_samples"": 5, ""feature_fraction"": 0.9, ""bagging_fraction"": 1.0, ""bagging_freq"": 3, ""reg_alpha"": 0.13948477052172173, ""reg_lambda"": 0.005394347628827615, ""min_split_gain"": 0.13283203839852875, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,198,0.845739,10.51,"{""n_estimators"": 3500, ""learning_rate"": 0.03740996137808378, ""num_leaves"": 63, ""max_depth"": 5, ""min_child_samples"": 200, ""feature_fraction"": 0.7, ""bagging_fraction"": 0.8, ""bagging_freq"": 1, ""reg_alpha"": 1.5894908345649044, ""reg_lambda"": 0.2953634247338843, ""min_split_gain"": 0.046667935355904744, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,199,0.868823,13.83,"{""n_estimators"": 5000, ""learning_rate"": 0.058585636232327425, ""num_leaves"": 95, ""max_depth"": 12, ""min_child_samples"": 2, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.5, ""bagging_freq"": 3, ""reg_alpha"": 2.9018560190683003, ""reg_lambda"": 0.008329805866525234, ""min_split_gain"": 0.010632975920207854, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,200,0.869170,15.06,"{""n_estimators"": 3500, ""learning_rate"": 0.061279883465842934, ""num_leaves"": 191, ""max_depth"": 5, ""min_child_samples"": 5, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.9, ""bagging_freq"": 7, ""reg_alpha"": 0.0003948838428304508, ""reg_lambda"": 0.5485364488045049, ""min_split_gain"": 0.006879773292504177, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,201,0.872850,13.78,"{""n_estimators"": 2400, ""learning_rate"": 0.05284052038002808, ""num_leaves"": 383, ""max_depth"": 7, ""min_child_samples"": 10, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.8, ""bagging_freq"": 0, ""reg_alpha"": 0.004486831872688637, ""reg_lambda"": 0.010284983500592983, ""min_split_gain"": 0.0004091386583380045, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,202,0.863006,16.84,"{""n_estimators"": 3500, ""learning_rate"": 0.04578580412663667, ""num_leaves"": 255, ""max_depth"": 4, ""min_child_samples"": 2, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.9, ""bagging_freq"": 7, ""reg_alpha"": 0.0003534465783114976, ""reg_lambda"": 0.001370713423660369, ""min_split_gain"": 0.0004668410933060244, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,203,0.851039,9.33,"{""n_estimators"": 2400, ""learning_rate"": 0.06564163418940751, ""num_leaves"": 95, ""max_depth"": -1, ""min_child_samples"": 200, ""feature_fraction"": 0.7, ""bagging_fraction"": 0.6, ""bagging_freq"": 10, ""reg_alpha"": 0.00015581768490814313, ""reg_lambda"": 0.022333036659718097, ""min_split_gain"": 0.1366953345861091, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,204,0.857514,31.22,"{""n_estimators"": 1600, ""learning_rate"": 0.00880625540868812, ""num_leaves"": 31, ""max_depth"": 7, ""min_child_samples"": 200, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.9, ""bagging_freq"": 7, ""reg_alpha"": 0.004239932409967218, ""reg_lambda"": 0.016853086464554454, ""min_split_gain"": 0.00030866583867825603, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,205,0.844497,28.39,"{""n_estimators"": 1600, ""learning_rate"": 0.005131351364816432, ""num_leaves"": 23, ""max_depth"": 6, ""min_child_samples"": 120, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.9, ""bagging_freq"": 7, ""reg_alpha"": 0.044493532893897285, ""reg_lambda"": 0.1751049581768776, ""min_split_gain"": 0.001451630298876468, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,206,0.849176,9.69,"{""n_estimators"": 400, ""learning_rate"": 0.021646218972550237, ""num_leaves"": 255, ""max_depth"": 4, ""min_child_samples"": 5, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.5, ""bagging_freq"": 3, ""reg_alpha"": 1.457109462037587, ""reg_lambda"": 0.0007672546641153189, ""min_split_gain"": 0.12404949362430469, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,207,0.872934,50.98,"{""n_estimators"": 2400, ""learning_rate"": 0.013123235319230306, ""num_leaves"": 95, ""max_depth"": 16, ""min_child_samples"": 3, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.6, ""bagging_freq"": 0, ""reg_alpha"": 0.027274154008446662, ""reg_lambda"": 0.006947678818174256, ""min_split_gain"": 0.0032513804098323637, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,208,0.860577,64.28,"{""n_estimators"": 2400, ""learning_rate"": 0.00435629999526104, ""num_leaves"": 127, ""max_depth"": 7, ""min_child_samples"": 80, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.6, ""bagging_freq"": 10, ""reg_alpha"": 0.0017752899815045927, ""reg_lambda"": 0.00012760993672480131, ""min_split_gain"": 0.002094532478004794, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,209,0.859869,20.29,"{""n_estimators"": 2400, ""learning_rate"": 0.021102538369381457, ""num_leaves"": 15, ""max_depth"": 5, ""min_child_samples"": 10, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.6, ""bagging_freq"": 7, ""reg_alpha"": 0.047364021243331576, ""reg_lambda"": 0.021785698818830947, ""min_split_gain"": 0.026648220341221794, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,210,0.858417,10.89,"{""n_estimators"": 1200, ""learning_rate"": 0.049276197927856355, ""num_leaves"": 23, ""max_depth"": 9, ""min_child_samples"": 20, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.6, ""bagging_freq"": 3, ""reg_alpha"": 0.5049922535809441, ""reg_lambda"": 3.6731860755325996, ""min_split_gain"": 0.021961540674156402, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,211,0.812943,17.83,"{""n_estimators"": 800, ""learning_rate"": 0.005137961625031569, ""num_leaves"": 15, ""max_depth"": 6, ""min_child_samples"": 5, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.6, ""bagging_freq"": 3, ""reg_alpha"": 0.628311043276808, ""reg_lambda"": 0.20157089125783398, ""min_split_gain"": 0.0008705688685489786, ""path_smooth"": 1.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,212,0.865982,29.38,"{""n_estimators"": 2400, ""learning_rate"": 0.015435488934091038, ""num_leaves"": 63, ""max_depth"": 5, ""min_child_samples"": 5, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.6, ""bagging_freq"": 1, ""reg_alpha"": 0.29893345296064683, ""reg_lambda"": 0.00010460982773119085, ""min_split_gain"": 0.0007646868228605014, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,213,0.851426,6.04,"{""n_estimators"": 400, ""learning_rate"": 0.07056414048683828, ""num_leaves"": 23, ""max_depth"": 4, ""min_child_samples"": 2, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.9, ""bagging_freq"": 7, ""reg_alpha"": 0.9015792038317225, ""reg_lambda"": 0.00011394004622433184, ""min_split_gain"": 0.2629500376690967, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,214,0.871217,10.77,"{""n_estimators"": 3500, ""learning_rate"": 0.0483333217656837, ""num_leaves"": 191, ""max_depth"": 12, ""min_child_samples"": 5, ""feature_fraction"": 0.8, ""bagging_fraction"": 1.0, ""bagging_freq"": 1, ""reg_alpha"": 0.018217840923194874, ""reg_lambda"": 0.283125032410028, ""min_split_gain"": 0.05008218642592311, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,215,0.857574,30.69,"{""n_estimators"": 2400, ""learning_rate"": 0.017776468413998922, ""num_leaves"": 31, ""max_depth"": 4, ""min_child_samples"": 120, ""feature_fraction"": 0.9, ""bagging_fraction"": 1.0, ""bagging_freq"": 0, ""reg_alpha"": 0.9461248326160029, ""reg_lambda"": 0.0027913670543225776, ""min_split_gain"": 0.261265457283492, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,216,0.843452,56.88,"{""n_estimators"": 2400, ""learning_rate"": 0.00341052518278686, ""num_leaves"": 47, ""max_depth"": 4, ""min_child_samples"": 80, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.8, ""bagging_freq"": 5, ""reg_alpha"": 0.00018371600493233658, ""reg_lambda"": 0.00645570085583141, ""min_split_gain"": 0.14235016059687616, ""path_smooth"": 1.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,217,0.856362,56.62,"{""n_estimators"": 2400, ""learning_rate"": 0.0038380769302372897, ""num_leaves"": 383, ""max_depth"": 5, ""min_child_samples"": 40, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.7, ""bagging_freq"": 10, ""reg_alpha"": 0.0016929223342495685, ""reg_lambda"": 0.2100001933616502, ""min_split_gain"": 0.0007385541486759633, ""path_smooth"": 1.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,218,0.848036,8.50,"{""n_estimators"": 600, ""learning_rate"": 0.06484814513517322, ""num_leaves"": 63, ""max_depth"": 16, ""min_child_samples"": 120, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.5, ""bagging_freq"": 5, ""reg_alpha"": 0.010886816953526045, ""reg_lambda"": 2.150140996504585, ""min_split_gain"": 0.13691366407090785, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,219,0.831562,60.37,"{""n_estimators"": 5000, ""learning_rate"": 0.003817170600971277, ""num_leaves"": 127, ""max_depth"": 6, ""min_child_samples"": 120, ""feature_fraction"": 0.5, ""bagging_fraction"": 1.0, ""bagging_freq"": 1, ""reg_alpha"": 0.0005757804363067351, ""reg_lambda"": 0.004608705841526673, ""min_split_gain"": 0.00019219045936460317, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,220,0.838055,16.68,"{""n_estimators"": 800, ""learning_rate"": 0.007491447777265159, ""num_leaves"": 15, ""max_depth"": 4, ""min_child_samples"": 120, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.8, ""bagging_freq"": 10, ""reg_alpha"": 0.008514638019863987, ""reg_lambda"": 0.026427033411713187, ""min_split_gain"": 0.09708005578992124, ""path_smooth"": 1.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,221,0.859363,11.08,"{""n_estimators"": 1600, ""learning_rate"": 0.05748483409636533, ""num_leaves"": 15, ""max_depth"": 6, ""min_child_samples"": 200, ""feature_fraction"": 0.4, ""bagging_fraction"": 1.0, ""bagging_freq"": 5, ""reg_alpha"": 0.0005128035427359012, ""reg_lambda"": 0.2930099124739389, ""min_split_gain"": 0.00021834726338650396, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,222,0.872570,21.11,"{""n_estimators"": 2400, ""learning_rate"": 0.03663622406086179, ""num_leaves"": 63, ""max_depth"": 12, ""min_child_samples"": 2, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.8, ""bagging_freq"": 5, ""reg_alpha"": 0.0001431166276589632, ""reg_lambda"": 0.5477881272999773, ""min_split_gain"": 0.0011674475541695781, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,223,0.843063,7.88,"{""n_estimators"": 400, ""learning_rate"": 0.01763177900113566, ""num_leaves"": 191, ""max_depth"": 9, ""min_child_samples"": 120, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.9, ""bagging_freq"": 5, ""reg_alpha"": 0.020355865564985542, ""reg_lambda"": 0.19712367169974387, ""min_split_gain"": 0.17138282548317638, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,224,0.871215,10.29,"{""n_estimators"": 1200, ""learning_rate"": 0.07211752307714313, ""num_leaves"": 95, ""max_depth"": 9, ""min_child_samples"": 20, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.8, ""bagging_freq"": 1, ""reg_alpha"": 0.3822889956900423, ""reg_lambda"": 0.0232785338229585, ""min_split_gain"": 0.1291118463674572, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,225,0.863915,23.27,"{""n_estimators"": 5000, ""learning_rate"": 0.05750555197106375, ""num_leaves"": 23, ""max_depth"": 16, ""min_child_samples"": 5, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.8, ""bagging_freq"": 5, ""reg_alpha"": 1.6304324482661352, ""reg_lambda"": 0.09289193021599347, ""min_split_gain"": 0.0023809658536212094, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,226,0.786960,2.68,"{""n_estimators"": 400, ""learning_rate"": 0.0031423525331020483, ""num_leaves"": 95, ""max_depth"": 4, ""min_child_samples"": 2, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.6, ""bagging_freq"": 10, ""reg_alpha"": 0.8866110524527133, ""reg_lambda"": 2.968020688010934, ""min_split_gain"": 0.03846456149323968, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,227,0.869610,21.05,"{""n_estimators"": 2400, ""learning_rate"": 0.04337666878479382, ""num_leaves"": 23, ""max_depth"": 5, ""min_child_samples"": 2, ""feature_fraction"": 0.7, ""bagging_fraction"": 0.8, ""bagging_freq"": 0, ""reg_alpha"": 2.1083385840244206, ""reg_lambda"": 0.006218204443710724, ""min_split_gain"": 0.0018250246341645585, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,228,0.870248,20.88,"{""n_estimators"": 3500, ""learning_rate"": 0.02648003576051497, ""num_leaves"": 47, ""max_depth"": 7, ""min_child_samples"": 40, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.9, ""bagging_freq"": 3, ""reg_alpha"": 0.0003520474150308356, ""reg_lambda"": 0.0014047139894336218, ""min_split_gain"": 0.003542299929347589, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,229,0.863884,125.35,"{""n_estimators"": 5000, ""learning_rate"": 0.004133018611695662, ""num_leaves"": 23, ""max_depth"": 7, ""min_child_samples"": 40, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.8, ""bagging_freq"": 0, ""reg_alpha"": 3.187862151032609, ""reg_lambda"": 2.7702908357251417, ""min_split_gain"": 0.12407699360663133, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
